country,city,population,id,avg-temp
Australia,Laverton [VIC],null,1257,58.33
Burundi,Bujumbura,497169,1519,75.50
Mauritius,Plaisance,null,247,74.80
Russian Federation,Kazan',null,986,39.03
United States of America,Charlotte-North Carolina,879709,734,59.79
Brazil,Belem,143474,1061,80.13
Spain,Jaca,null,2185,53.99
Mexico,Ixtapa Zihuatanejo,null,1285,79.53
United States of America,Rapid City-South Dakota,null,814,47.91
Czechia,Liberec,104261,2162,46.36
Dominican Republic,Punta Cana,null,596,79.29
Italy,Pescara,119314,1950,57.88
Maldives,Male',null,228,82.78
South Africa,Durban,595061,137,69.46
Sweden,Borlange,null,3019,42.27
Kenya,Eldoret,475659,854,62.42
Australia,Carnarvon,null,379,72.27
Australia,Cooma,null,390,53.10
Australia,Strathbogie,null,1733,54.27
Kenya,Nairobi,4395749,251,63.83
Iran (Islamic Republic of),Yasouj,null,1460,59.33
Spain,Santa Cruz de La Palma,null,2195,69.34
Australia,Tarraleah,null,1734,47.83
Spain,A Coruna,246536,1231,58.67
United States of America,Albuquerque-New Mexico,562599,713,57.09
Germany,Koeln,null,56,49.99
Thailand,Khon Kaen,703123,571,81.50
Morocco,Fes,null,3515,63.80
Morocco,Oujda,null,3518,64.30
Colombia,Rionegro,25266,1647,63.10
Australia,Nowra,null,473,61.33
Greece,Samos,null,2287,64.05
Tajikistan,Khorog,null,911,49.05
South Africa,Upington,null,2993,69.97
Australia,Watsonia,null,516,58.59
Benin,Save,null,2217,82.73
Saudi Arabia,Najran,298288,1889,77.17
Italy,Verona,258559,2077,55.24
Canada,Sydney-Nova Scotia,null,638,41.93
Poland,Warsaw,null,24,47.36
Spain,Valladolid,298520,1239,54.90
Nigeria,Yola,null,2052,83.47
Zimbabwe,Beitbridge,null,963,73.75
Sudan,Kassala,null,1537,85.65
Russian Federation,Perm',null,1000,35.93
United States of America,Gulfport-Mississippi,null,1983,67.67
Slovakia,Kosice,238676,1228,49.88
Iraq,Mosul,664221,1467,68.54
Australia,Goulburn,null,408,56.51
Iran (Islamic Republic of),Sari,309820,1457,64.17
Russian Federation,Rostov-Na-Donu,1100091,1024,50.08
Slovakia,Hurbanovo,null,1224,52.66
Mauritius,Port Louis,145005,1219,77.96
Russian Federation,Kursk,425950,1019,42.55
Japan,Nagoya,2332176,355,61.28
Kenya,Marsabit,null,1799,68.04
Qatar,Al-Ruwais,null,1882,79.66
Tajikistan,Khujand,162825,910,58.47
United Kingdom of Great Britain and Northern Ireland,Aberystwyth,null,1894,50.15
Australia,Port Pirie,null,483,65.28
Thailand,Tak,146769,568,82.22
Mexico,Villahermosa,850972,1303,81.00
United Arab Emirates,Ras Al Khaimah,null,1191,81.23
Australia,Latrobe Valley,null,434,57.25
Australia,Bathurst,null,364,56.18
Armenia,Kapan,null,69,47.65
Argentina,Ushuaia,null,859,42.85
South Sudan,Juba,null,1541,82.46
Spain,Reus,106126,2193,59.97
Burundi,Nyanza Lac,null,1524,74.80
Sri Lanka,Colombo,647100,227,81.28
Uganda,Kabale,null,1938,63.08
United States of America,Great Falls-Montana,null,765,44.54
Italy,Campobasso,null,1946,54.07
Denmark,Copenhagen,null,190,46.48
Australia,Rockhampton,null,487,73.18
Mozambique,Xai-Xai,null,127,73.41
United States of America,Eugene-Oregon,175096,753,52.43
Nigeria,Lagos,5195247,258,80.04
Burkina Faso,Bobo Dioulasso,904920,1526,81.10
Russian Federation,Barnaul,686306,1009,36.26
Madagascar,Antananarivo,1275207,7,67.05
United States of America,Lexington-Kentucky,null,782,55.53
Cyprus,Larnaka Airport,null,202,68.32
Australia,Whyalla,null,508,63.64
Australia,Ararat,null,1650,55.56
Australia,Bowral,null,371,56.35
Germany,Freiburg,null,1346,52.35
Ghana,Goaso,null,2972,79.63
Russian Federation,Krasnojarsk,null,661,34.31
Ethiopia,Addis Ababa,2739551,162,61.21
United Republic of Tanzania,Tanga,187455,671,79.46
Russian Federation,Krasnodar,861181,1027,53.68
United States of America,Columbia-South Carolina,104681,740,66.65
Israel,Mizpe Ramon,null,1933,64.69
Poland,Zielona Gora,141631,2171,48.41
United Kingdom of Great Britain and Northern Ireland,Bala,null,1896,47.88
Netherlands,Amsterdam (Schiphol),null,143,49.53
Australia,Lithgow,null,687,54.14
China,Dalian,3245191,560,51.35
Ethiopia,Bale Robe,null,1919,59.75
Russian Federation,Tula,496656,991,41.27
Australia,Kalbarri,null,421,70.10
Australia,Kerang,null,1682,61.54
United Kingdom of Great Britain and Northern Ireland,Ullapool,null,1912,44.52
Uganda,Tororo,null,1941,72.67
China,Dali,521169,1834,59.86
Colombia,Barranquilla,1120103,160,82.94
Portugal,Lisboa,509564,2,62.27
United States of America,Boise-Idaho,null,725,52.38
Argentina,Trelew,null,2208,56.72
Australia,Ravensthorpe,null,484,61.86
Russian Federation,Blagovescensk,null,1015,34.10
China,Naqu,null,1846,30.89
Estonia,Tartu,95776,1927,41.93
Netherlands,Vlissingen,null,146,50.92
Mexico,Ciudad Juarez,1552319,1278,64.90
Vanuatu,Lakatoro,null,1469,78.71
Australia,Canberra,431380,302,55.32
Cambodia,Siem Reap,null,347,82.75
Myanmar,Dawei,125605,2139,80.12
Bhutan,Bumthang,null,1275,53.39
Guinea,Kissidougou,null,932,76.14
Mongolia,Arvaikheer,null,1143,35.77
South Africa,Witbank,null,2994,62.33
South Africa,Mafikeng,null,2986,66.62
Armenia,Jermuk,null,2080,40.07
Australia,Alice Springs,null,323,70.25
Australia,Exmouth,null,401,76.60
Ghana,Kintampo,null,2974,80.47
United States of America,Newark-Delaware,307220,2015,55.50
Russian Federation,Orel,318642,995,41.38
United States of America,Las Vegas-Nevada,646790,781,69.34
Italy,Bari,316244,600,60.58
Italy,Crotone,null,1947,61.20
Guinea,Koundara,null,928,82.18
Russian Federation,Arhangel'sk,null,914,33.66
Israel,Lod,null,1932,70.08
United Republic of Tanzania,Dodoma,2083588,667,73.00
Zimbabwe,Masvingo,null,961,66.68
Russian Federation,Orenburg,571041,1029,40.77
Hungary,Debrecen,201043,63,51.18
Germany,Saarbruecken,null,1356,48.75
Burkina Faso,Dedougou,38862,1528,83.65
Chile,Santiago,527014,103,60.36
Italy,Perugia,164800,1949,55.77
Russian Federation,Smolensk,330451,978,40.43
United Kingdom of Great Britain and Northern Ireland,Bangor,null,1897,51.16
United Kingdom of Great Britain and Northern Ireland,Leeds,474632,39,47.19
Côte d'Ivoire,Odienne,null,2881,78.81
Russian Federation,Saransk,326473,993,39.86
Saudi Arabia,Sharurah,null,1891,81.97
Australia,Hamilton,null,413,55.94
Australia,Scottsdale,null,1730,54.24
Cameroon,Yaounde,1817524,257,75.50
Croatia,Dubrovnik,null,74,61.85
Ireland,Offaly,null,1916,49.63
Nepal,Jumla,null,2964,55.07
Mexico,Acapulco,850423,1207,82.18
Belize,Belmopan City,null,1087,78.14
China,Hangzhou,2451319,556,62.15
Fiji,Nadi,null,94,77.92
China,Chengdu,4333541,547,61.89
United States of America,Concord-New Hampshire,124074,743,46.30
United Kingdom of Great Britain and Northern Ireland,Newcastle,null,29,49.48
Canada,Banff-Alberta,null,623,37.43
Canada,Prince Rupert-British Columbia,null,616,44.78
Nepal,Kathmandu,975453,114,64.83
United Arab Emirates,Dubai,null,1190,80.88
Mexico,Queretaro,1701124,1294,65.86
Papua New Guinea,Rabaul,null,1431,81.04
Benin,Parakou,255478,2214,81.93
Australia,Scoresby,null,1193,58.69
Rwanda,Gicumbi,null,1506,65.06
Tajikistan,Kurgan-Tube,null,909,61.64
Poland,Szczecin,399831,584,48.59
Croatia,Split,178102,73,61.06
Mongolia,Darkhan,null,1148,33.67
Mexico,Puebla,null,1293,62.83
United States of America,Bowling Green-Kentucky,null,1962,57.91
Myanmar,Sittwe,null,2156,78.95
Myanmar,Pyay,null,2154,82.39
United States of America,Annapolis-Maryland,null,1956,58.97
Ghana,Sunyani,null,1382,79.36
Belize,Belize City,null,148,79.26
China,Jinan,2999934,551,58.53
Nepal,Pokhara,255465,2104,69.99
Paraguay,Mariscal Jose Felix Estigarribia,null,1178,76.74
Colombia,San Jose Del Guaviare,null,1648,80.62
Germany,Munich,null,58,47.43
Uganda,Arua,null,1936,73.02
Poland,Gdansk,472094,25,46.73
Türkiye,Diyarbakir,null,1363,60.17
Belgium,Brussels,1561395,191,50.50
Australia,Narrogin,null,467,61.23
Brazil,Joao Pessoa,720954,1070,78.18
United States of America,Sitka-Alaska,null,2037,45.25
Belgium,St. Hubert,null,946,45.31
China,Baotou,1671181,1833,45.49
Spain,Pamplona/Iruna,203512,1783,55.58
Russian Federation,Cheboksary,473189,989,38.71
Australia,Kyabram,null,1685,59.43
Australia,Christmas Island,null,681,77.20
Australia,Latrobe,null,1814,54.55
Russian Federation,Mahackala,null,1038,54.50
United States of America,Grand Forks-North Dakota,null,1980,40.08
Mali,Sikasso,226618,131,80.84
United States of America,Baton Rouge-Louisiana,222185,721,68.41
Venezuela-Bolivarian Republic of,Maiquetia,null,1199,80.35
Spain,Guadalajara,null,1770,56.03
United States of America,Akron-Ohio,189347,711,51.78
United States of America,Watertown-South Dakota,null,2044,42.92
British Caribbean Territories,Cayman Islands,null,96,79.22
Guinea,Kankan,190722,929,79.75
Kenya,Embu,null,1794,71.25
Lesotho,Mejametala,330760,1330,60.41
Mongolia,Sainshand,null,1157,40.61
United States of America,Rutland-Vermont,null,2033,44.53
Thailand,Phetchabun,172275,569,81.87
Thailand,Ubon Ratchathani,411954,572,81.26
United States of America,Lincoln-Nebraska,292657,783,51.50
Iran (Islamic Republic of),Gorgan,350676,1449,63.91
Netherlands,Groningen,200336,142,48.00
Switzerland,Geneva,null,193,49.87
Germany,Erfurt,213699,1344,47.09
United Kingdom of Great Britain and Northern Ireland,Cambridge,131465,1899,50.71
Canada,Regina-Saskatchewan,238591,629,37.10
Australia,Kyancutta,null,432,62.84
Germany,Stuttgart,634830,1357,49.97
Colombia,Manizales,400436,875,61.96
Myanmar,Mandalay,1225546,588,81.02
Poland,Olsztyn,173624,2168,45.82
United States of America,Cedar Rapids-Iowa,136467,1968,50.21
Malaysia,Kota Kinabalu,257029,81,81.47
Guinea,Boke,185548,925,81.17
Sweden,Malmo,278522,1041,48.48
Hungary,Gyor,133340,61,51.57
Colombia,Quibdo,120679,883,80.31
Australia,Roebourne,null,1210,81.94
Canada,Charlottetown-Prince Edward Island,null,639,41.53
Russian Federation,Novosibirsk,1511369,1007,36.25
Oman,Sohar,228326,1418,79.71
India,Goa,null,528,81.04
Macao-China,Macao,685400,156,72.82
Australia,Ayr / Home Hill,null,360,74.68
Australia,Augusta,null,359,61.83
Australia,Keith,null,427,60.44
United States of America,Idaho Falls-Idaho,null,1987,45.93
China,Wuhan,8312700,351,62.18
Colombia,Gaviotas,null,1643,80.06
Cyprus,Prodromos,null,1886,56.38
Madagascar,Toliara,169760,10,77.00
Russian Federation,Vladimir,349525,987,40.18
Guyana,Ebini,null,1491,80.03
Greece,Thessaloniki,315196,178,59.06
Australia,Liverpool,null,440,63.39
China,Datong,1526744,1836,45.10
Nigeria,Benin,null,3504,81.97
Morocco,Errachidia,null,3514,68.48
Zimbabwe,Kadoma,null,952,69.98
Colombia,Monteria,433723,876,82.31
Syrian Arab Republic,Aleppo,null,1261,63.25
Italy,Venice (VENEZIA),null,606,55.39
Iran (Islamic Republic of),Hamedan,null,1450,51.23
Australia,Cape Otway,null,1661,57.10
Russian Federation,Tiksi,null,1040,7.629
Norway,Kristiansand,null,908,43.95
Zimbabwe,Mount Darwin,null,956,69.29
Uganda,Entebbe,null,1329,71.62
United States of America,Huntington-West Virginia,null,1986,55.97
Australia,Bendigo,119980,366,57.76
Indonesia,Surabaya,2874314,648,81.98
Spain,Avila,null,1757,52.44
Mali,Kidal,null,136,83.95
Romania,Sibiu,425906,2096,48.65
Russian Federation,Ulyanovsk,637637,994,39.87
Trinidad and Tobago,Scarborough (Tobago),null,101,80.37
Greece,Anchialos (Volos),null,2275,60.04
Mali,Tombouctou,null,134,84.01
Oman,Sur,118690,1419,85.40
Madagascar,Antsiranana,131165,9,79.08
Poland,Klodzko,null,2164,46.02
Syrian Arab Republic,Homs,null,1267,62.51
Nigeria,Kano,2166554,2050,80.25
Sri Lanka,Ratnapura,null,344,81.43
Australia,Ouyen,null,1715,62.38
Burkina Faso,Fada Ngourma,null,1530,82.95
Thailand,Ko Samui,null,577,82.27
Kuwait,Kuwait Airport,null,217,78.63
South Africa,Rustenburg,null,2992,66.53
Spain,Soria,null,1788,51.89
United States of America,Springfield-Illinois,113394,834,52.94
Czechia,Ostrava,284982,920,48.44
Spain,Arrecife,null,2176,70.01
Sweden,Kiruna,null,1045,31.10
Greece,Kastoria,null,2281,53.28
Australia,Coffs Harbour,null,386,66.03
Australia,Coonawarra,null,391,57.46
Australia,Weeaproinah,null,1746,52.00
Colombia,Florencia,156789,872,78.94
Rwanda,Nyamagabe,null,1511,65.84
United States of America,Montgomery-Alabama,198665,793,65.03
Senegal,Linguere,null,2923,84.73
Lithuania,Kaunas,291321,607,44.95
El Salvador,Nueva Concepcion,null,1189,81.28
United States of America,Paducah-Kentucky,null,802,59.06
Mongolia,Bulgan,null,1145,31.66
United Kingdom of Great Britain and Northern Ireland,Edinburgh,482005,33,48.66
Germany,Dresden,554649,1343,48.92
Israel,Jerusalem,943787,43,64.63
Spain,Tarifa,null,2908,61.88
Hong Kong-China,Hong Kong,7413100,1,74.84
Ethiopia,Gode,null,1920,83.63
China,Xuzhou,1679626,1864,58.72
Côte d'Ivoire,Bouake,536719,2879,79.17
United States of America,Cheyenne-Wyoming,null,736,46.37
Madagascar,Besalampy,null,2999,79.79
Australia,Lajamanu,null,1686,78.47
Netherlands,Twenthe,null,145,48.42
United States of America,Columbus-Georgia,205617,741,65.60
United States of America,Houston-Texas,2288250,770,69.83
United States of America,Elkins-West Virginia,null,751,50.18
Guinea,Macenta,null,933,75.57
Myanmar,Yangon,5211431,232,81.40
United States of America,Savannah-Georgia,147088,828,66.70
Mexico,Mexicali,1074576,1291,73.50
Türkiye,Trabzon,null,1369,58.67
Myanmar,Lashio,null,2146,71.89
Malaysia,Kuala Lumpur,1853918,82,82.06
China,Changsha,2122873,554,63.81
Denmark,Nuuk,null,583,29.53
Myanmar,Taungoo,null,2157,80.61
Lesotho,Mohale's Hoek,null,1332,60.16
United States of America,West Palm Beach-Florida,117286,843,75.34
Netherlands,Den Helder,null,141,49.15
Seychelles,Victoria,26450,253,81.32
Spain,Zaragoza,678589,1240,60.03
Belgium,Kleine Brogel,null,945,49.59
Brazil,Florianopolis,249477,1067,69.43
Australia,Bourke,null,369,68.62
Australia,Adelaide,26177,315,63.10
Australia,Esperance,null,399,62.55
Australia,Wyndham,null,1212,85.04
Brazil,Belo Horizonte,1433244,1062,71.38
Ethiopia,Jimma,null,166,67.04
South Africa,Johannesburg,957441,139,60.79
United States of America,Colchester-Vermont,null,1972,45.34
Ecuador,Quito,1619146,291,60.03
Italy,Florence (FIRENZE),null,602,58.74
Bhutan,Mongar,null,1276,64.29
China,Nanning,1766701,558,72.28
Thailand,Mae Hong Son,30928,565,79.78
China,Hefei,1659075,553,60.95
United States of America,Kansas City-Kansas,154545,1992,56.63
France,Le Lamentin,null,307,79.19
Brazil,Teresina,767559,1084,81.66
Colombia,Villavicencio,451212,890,79.21
Lao People's Democratic Republic,Pakse,null,646,80.94
Lithuania,Panevezys,null,1549,44.58
Türkiye,Nevsehir,null,1367,51.05
Rwanda,Huye,null,1512,67.31
Burkina Faso,Ouagadougou Aero,null,1532,83.14
Australia,Woomera,null,511,67.11
United States of America,Madison-Wisconsin,269196,788,46.35
Costa Rica,Nicoya,null,1127,80.78
Venezuela-Bolivarian Republic of,Barcelona,326460,2053,81.47
United States of America,Pierre-South Dakota,null,2023,47.28
Bahamas,Inagua,null,1634,79.78
Spain,Cordoba,324055,1765,64.55
China,Tangshan,1711311,1859,53.30
Bangladesh,Chittagong,2591681,1164,78.56
Australia,Eucla,null,400,63.86
Australia,Parkes,null,478,63.37
Mali,Mopti,120786,133,83.50
Uganda,Kampala,1507114,1328,72.85
United States of America,Boston-Massachusetts,654776,273,51.38
Jordan,Irbid,1770158,590,63.90
United Kingdom of Great Britain and Northern Ireland,Guernsey,null,1373,51.86
Russian Federation,Tura,null,974,16.01
United Kingdom of Great Britain and Northern Ireland,Carlisle,null,1900,48.97
Malaysia,Ipoh,null,77,82.66
Germany,Leipzig,587857,1350,48.90
Iran (Islamic Republic of),Bushehr,223504,940,75.90
United States of America,Providence-Rhode Island,189692,811,51.54
United States of America,Lubbock-Texas,260993,786,60.60
Germany,Kiel,247548,1349,48.23
Australia,Swansea,null,497,54.96
Gambia (The),Banjul,null,140,78.74
United States of America,Parkersburg-West Virginia,null,2022,54.68
Jamaica,Kingston,592291,98,80.89
Papua New Guinea,Wewak,null,1433,81.13
Republic of Korea,Gwangju,1487675,335,57.09
Mongolia,Bayankhongor,null,1139,33.59
Malaysia,Johor Bahru,null,78,80.83
China,Guangzhou,8524826,241,72.39
Lao People's Democratic Republic,Vientiane,698318,235,79.58
Thailand,Pattaya,null,575,82.53
Poland,Rzeszow,194775,2169,47.22
Germany,Rostock,208886,1355,48.29
Belgium,Ostend,null,944,49.44
Australia,Cape Byron,null,378,68.12
Australia,Yuendumu,null,1752,73.59
Bulgaria,Varna,332394,919,54.62
Denmark,Torshavn,null,582,43.78
Mexico,Culiacan,null,1282,76.76
El Salvador,San Salvador,200319,282,143.8
Poland,Koszalin,105714,2165,47.33
China,Guiyang,2985105,548,60.80
Poland,Lodz,677864,2166,47.22
Vanuatu,Port Vila,50944,673,76.75
Portugal,Porto,216746,3,58.09
Burundi,Gitega,null,1521,66.56
Canada,Iqaluit-Nunavut,null,613,14.38
Saudi Arabia,Buraydah,467410,1888,76.81
Brazil,Cuiaba,220859,1065,79.93
Germany,Trier,110636,1358,49.52
Russian Federation,Chita,329868,1012,28.07
Kenya,Garissa,132997,1795,83.37
Mexico,San Luis Potosi,null,1297,63.59
Israel,Tel Aviv,null,44,68.43
Israel,Tiberias,null,45,73.93
Mozambique,Chimoio,171056,125,70.26
Spain,Donostia/San Sebastian,188171,1767,56.35
Greece,Aktion (Preveza),null,2273,62.17
Iran (Islamic Republic of),Semnan,185129,1458,64.58
Kyrgyzstan,Bishkek,1071261,210,51.59
North Macedonia,Ohrid,null,1499,52.59
Tajikistan,Dushanbe,770027,211,59.10
Czechia,Brno,382405,693,48.89
Spain,Lleida,140241,1775,58.96
Thailand,Hua Hin,null,576,82.47
United States of America,Kearney-Nebraska,null,1994,49.43
Myanmar,Hkamti,null,2140,75.71
Zimbabwe,Gweru,91806,953,64.27
Malaysia,Miri,null,87,80.86
Malaysia,Petaling Jaya,218506,88,82.90
Poland,Suwalki,null,585,44.18
United States of America,Springfield-Missouri,113394,835,56.16
Australia,Port Hedland,null,480,79.93
Republic of Korea,Busan,3343528,336,58.80
Austria,Klagenfurt,100817,904,47.44
Senegal,Kedougou,null,2921,83.27
China,Shanghai,23019196,240,61.08
Armenia,Sevan,null,68,37.50
Argentina,Mar del Plata,null,2206,57.44
